"id","cefr_level","headword","pos","first_meaning","length","meaning_raw","example_ja","topic"
"1616","A2","harm","verb","を傷つける","5","〈他〉を傷つける,害する / に悪影響を与える","その事件は彼の名声を傷つけた。",""
"1617","A2","harmful","adjective","有害な","3","有害な","有害な化学物質にさらされると、重篤な健康影響が出る可能性があります。",""
"1618","A2","harmony","noun","調和","2","〈U〉(色など)『調和』;(意見などの)一致,和合;(…との)調和《+『with』+『名』》 / (音楽ど)和声(音)","絵の色彩が調和感を生み出しています。",""
"1619","A2","harvest","noun","収穫","2","〈C〉(穀物・果物などの)収穫,取り入れ  / 〈C〉収穫期,取り入れの時期  / 〈C〉収穫物;収穫高(量)  / 《a~,the~》(仕事などの)結果,報い  / 〈作物〉‘を'取り入れる,〈畑〉‘の'作物を取り入れる  / 〈結果など〉‘を'獲得する","農民たちは収穫で忙しかった。",""
"1620","A2","hate","verb","…を憎む","4","…‘を'憎む,ひどくきらう;《話》…‘を'いやだと思う","二人は互いに憎み合っていた。",""
"1621","A2","head","verb","…の先頭に立つ","7","…の先頭に立つ, を率いる;…の長である / 《…の方へ》…を向ける《for, toward ...》 / (サッカーで)〈ボール〉を頭で受ける,をヘディングする / 《…に向かって》進む《for, toward ...》","彼はいつも試合ごとにチームの先頭に立っています。",""
"1622","A2","headphone","noun","ヘッドフォン","6","ヘッドフォン(電話・ラジオなどの耳に当てる受信器)","ジムにヘッドフォンを持ってくるのを忘れてしまった。","Free time; Objects and rooms; entertainment"
"1623","A2","headteacher","noun","教頭、校長","5","教頭、校長","彼女は私の高校の現在の校長（教頭）です","Personal identification"
"1624","A2","heat","noun","熱さ","2","〈U〉熱さ, 暑さ / 熱度,温度 / 暖房装置 / 熱心, 《...の》最高潮 《of ...》","太陽の熱は耐えられなかった。",""
"1625","A2","heating","noun","加熱","2","加熱;暖房[装置]","冬になっても、家の暖房システムが私たちを暖かく保ってくれます。","House and home; Objects and rooms; environment"
"1626","A2","heavily","adverb","重く","2","重く / 激しく","スーツケースには衣類がぎっしりと詰まっていた。",""
"1627","A2","help","noun","助け","2","〈U〉助け, 援助 / 救済手段, 防止策","大変助かりました。",""
"1628","A2","helpful","adjective","助けになる","5","助けになる / 役立つ / 親切である","親切な隣人が食料品を運ぶのを手伝ってくれました。",""
"1629","A2","hero","noun","英雄","2","(偉業・勇敢な行為などで名を知られた)英雄,勇士,ヒーロー  / (詩・小説・映画などの)主人公,主役  / 《米話》=hero sandwich","彼は戦争中の勇敢な行動により英雄とされています。",""
"1630","A2","hey","interjection","おや","2","おや,おい,へえ,ちょっと(注意を促したり,喜び・驚き・困惑などの突然わき起こった感情の発声)","おや、元気ですか？",""
"1631","A2","high","adverb","高く","2","高く,高い所に  / (価値・程度などが)高く,高度に,激しく","彼女は高く空中に飛び上がった。",""
"1632","A2","high school","noun","ハイスクール小学校卒業後に入学する中等学校","21","『ハイスクール』(小学校卒業後に入学する中等学校;8‐4制では9‐12年級の学校;6‐3‐3制では,7‐9年級のjunior high schoolと,10‐12年級のsenior high schoolから成る;6‐2‐4制では7‐8年級のjunior high schoolと,9‐12年級のsenior high schoolから成る)","私は高校で親友に出会いました。",""
"1633","A2","highway","noun","幹線道路","4","(特に都市間を結ぶ)幹線道路,公道  / 《比喩(ひゆ)的に》楽な道","私は都市に行くために高速道路を走りました。","Things in the town; Travel; shops and shopping"
"1634","A2","hike","verb","ハイキングする","7","ハイキング(徒歩旅行)する  / …‘を'ぐいと引っ張り上げる《+up+名,+名+up》  / 〈物価など〉‘を'引き上げる  / ハイキング,徒歩旅行  / 《米話》(物価などの)引き上げ","私は山でハイキングするのが大好きです。","Leisure activities; Travel; Travel and services vocab"
"1635","A2","hiking","noun","ハイキング","5","ハイキング","私は山でハイキングを楽しんでいます。",""
"1636","A2","hip hop","noun","ヒップホップ","6","ヒップホップ","Rhymesterは日本で人気のあるヒップホップグループです。","Free time; Hobbies and pastimes; entertainment"
"1637","A2","hit","verb","を打つ","3","〈人・物〉を打つ / ...にぶつかる / 《...に》...をぶつける《against, on ...》 / 《...を》打つ《at ...》 / 《...に》ぶつかる《against, on ...》","彼は的に当てた。",""
"1638","A2","hold","verb","…を持つ","4","〈他〉(手などに)…を持つ,を持っている / ...を押しとどめる / (ある位置・状態に) ...を保つ / (容器などが) ...を入れている / 〈自〉しっかりと付いている / 《...に》しっかりつかまっている 《to ...》 / 《 ~ 形容詞》《...の》ままである /","私は状況を把握している。",""
"1639","A2","home","adverb","家へ","2","家へ(に);故郷へ(に);本国(母国)へ(に) / (ねらった所に)ずぶりと,深々と / 胸にこたえるほと,ぎくりと","仕事の後はいつも家に帰ります。",""
"1640","A2","honey","noun","はちみつ","4","〈U〉『はちみつ』;花のみつ,糖みつ / 〈U〉(みつのように)甘いもの;心地よいこと / 〈C〉《おもに米話》かわいい人 / 〈C〉《おもに米話》りっぱなもの / はちみつの;(味・色が)はちみつのような,はちみつ入りの / 〈食物など〉‘を'はちみつで甘くする / 《話》〈人〉‘に'甘い言葉をかける,おせじを言う","私はパンケーキにはちみつをかけるのが大好きです。","Food and drink"
"1641","A2","honor","noun","尊敬","2","〈U〉(人から受ける) 尊敬 / (広く世間から受ける) 名誉 /","お会いできて光栄です。",""
"1642","A2","horror","noun","恐怖","2","〈U〉恐怖 / 《a~》《…の》嫌悪《of ...》 / 《...の》恐ろしさ《of ...》 / 〈C〉ゾッとさせるもの / 《話》実にひどいもの","私はホラー映画を見るのが好きです。",""
"1643","A2","however","adverb","しかしながら","6","しかしながら, それにもかかわらず  / どんなに…でも / 《話》(いったい)どんなふうに / 【接】どのように...しても","しかし、それでも何とか時間内にプロジェクトを終えることができた。",""
"1644","A2","hug","verb","…をぎゅっと締めつける","11","《副詞[句]を伴って》(特に愛情を持って)…‘を'『抱き締める』;(両腕・ひざなどで)…‘を'ぎゅっと締めつける / (船・車・人などが)…‘に'接近して進む / 〈考えなど〉‘に'固執する(cling to) / (特に愛情の印としての)抱擁","彼女に会った時、私は彼女を暖かく抱き締めました。",""
"1645","A2","human","adjective","人間の","3","(動物・神に対して)人間の,人の  / 人間らしい,人間的な,人情味のある","話すことは人間の能力の一つである。",""
"1646","A2","hundred","number","100","3","〈C〉(数の) 100 / 《複数形で》何百《もの…》, 多数《の…》 《of ...》 / 《米話》100ドル /《英話》100ポンド / 【形】100の / 《a ~》数多くの","部屋には百人います。",""
"1647","A2","hunter","noun","ハンター","4","(また『huntsman』)『ハンター』,狩猟家 / 猟八;(特にキツネ狩りの)猟馬 / (…の)追求者;(…を)探求する人《+『for』(『after』)+『名』》","ハンターは森の中で鹿を追跡した。","Personal identification; Work and jobs"
"1648","A2","hurry","verb","急ぐ","2","急ぐ,あわてて行く(する)  / 〈動作など〉‘を'早める,〈事〉‘を'急いでする,急がせる  / 《副詞[句]を伴って》〈人など〉‘を'急がせる,せき立てる  / (…へ)…‘を'急いで動かす(送る,運ぶ)《+名+to+名》","彼は店に行くのに急いでいた。",""
"1651","A2","ill","adjective","正常でない","5","《補語にのみ用いて》病気で,気分が悪い(sick)  / 《名詞の前にのみ用いて》不十分な,好ましくない;正常でない  / 《名詞の前にのみ用いて》不運な,不吉な  / 《名詞の前にのみ用いて》(道徳的に)悪い,邪悪な,敵意(悪意)のある;不きげんな  / 《名詞の前にのみ用いて》有害な,悪い,損害を与える  / 悪く,不正に;残酷に  / 意地悪く,不親切に;不満足に,不十分に  / ほとんど…ない(scarcely)  / 《分詞と共に複合語を作って》悪く,まずく,不完全に  / 〈U〉  / 悪,罪悪  / 〈U〉危害,災難  / 〈C〉《しばしば複数形》苦しみ(悩み)の種,不幸,病気","彼女は病気で今日は仕事に来れません。",""
"1652","A2","illegal","adjective","不法の","3","不法の,違法の","違法行為に従事すると深刻な結果を招く可能性があります。",""
"1653","A2","image","noun","像","1","(鏡に映った)像,(レンズによる)映像  / (心に浮かぶ)像,心像,イメージ  / (絵・彫刻などによる人・動物などの)像,肖像;偶像《+of+名》  / (…に)そっくりの人(物)《+of+名》  / (…の)典型;(…の)化身《+of+名》  / (直喩(ちょくゆ)・隠喩などの)比喩  / …‘の'像を描く;…‘を'思い描く","私は鏡に映った自分の像を見ました。",""
"1654","A2","imagination","noun","想像","2","〈U〉〈C〉想像,空想  / 〈U〉《話》想像の産物,空想的な考え,気の迷い  / 〈U〉創作力,創意","彼女は豊かな想像力を持っています。",""
"1655","A2","impact","noun","衝突","2","〈U〉〈C〉(…の…に対する)衝突,衝撃《+of+名+against(on,upon,with)+名》  / 〈C〉(…の…に対する)影響(influence)影響力《+of+名+on(upon, against)+名》 / 他動 / 〔～に〕影響を与える［及ぼす］ / 〔～を〕詰め込む / 〔～に〕激突する / 自動 / 影響を与える［及ぼす］ / 激突する","地震は市に大きな衝撃を与えました。",""
"1656","A2","impatient","adjective","我慢しきれない","7","我慢しきれない, 性急な, せっかちな / 《補語にのみ用いて》待ちかねて, 切望して / イライラした, じれったそうな","彼女はバスを待っている間、いらいらしていた。",""
"1657","A2","importance","noun","重要性","3","重要性 / 重要度 / 価値","教育の重要性を理解することは、すべての人にとって極めて重要である。",""
"1658","A2","importantly","adverb","より重要なことには","9","より（最も）重要なことには；もったいぶって","重要なことには、彼女は会社の目標を達成するためにチームワークの必要性を強調しました。",""
"1659","A2","impossible","adjective","不可能な","4","不可能な,できない  / (人・物事が)我慢ならない,耐えがたい  / ほんとうとは思えない,信じがたい","その目標を達成することは不可能のようだ。",""
"1660","A2","impress","verb","を銘記させる","6","〈他〉《…で》…を感銘させる,に印象づける《with》；を銘記させる；《…に》をつける,刻み込む《on》；（印などを）…につける《with》","彼女はいつも知性で私を感心させます。",""
"1661","A2","improve","verb","...をもっと良くする","11","〈他〉...をもっと良くする, を改善する / (時間・機会など) を利用する / 〈自〉 《...の点で》 よくなる, 上達する 《in ...》","定期的な運動はあなたの全体的な健康と幸福感を向上させることができます。",""
"1662","A2","in","adverb","中へ","2","中へ(に) / 在宅して,帰って / (乗り物などが)到着して,(時期・季節が)来て / 出回って,流行して","彼女は静かに部屋に入った。",""
"1663","A2","inch","noun","インチ尺度の単位で1","10","インチ(尺度の単位で1/12foot,2.54cm;《略》in.,in)  / わずかな距離,少量,少額,少し  / 《まれ》《複数形で》身長,背たけ","彼はテーブルの長さをインチで測った。",""
"1664","A2","include","verb","を含む","3","〈他〉を含む / 《...の中に》...を入れる, を込める《in, among, with ...》","私はいつも夕食にサラダを入れます。",""
"1665","A2","increase","verb","増える","3","増える,増大する  / (…に)…‘を'増やす《+名+to+名》","彼らは軍事予算を増大させようとした。",""
"1666","A2","independence","noun","独立","2","(…からの)独立,自立,独立心《+of(from)+名》","その国は植民地支配からの独立を求めて戦った。",""
"1667","A2","indicate","verb","…を指し示す","6","…‘を'指し示す,指摘する  / …‘を'簡単に述べる,知らせる","最寄りのトイレはどこかを示していただけますか？",""
"1668","A2","indoor","adjective","室内の","3","室内の,屋内の","私は読書や絵画などの室内の活動を好みます。",""
"1669","A2","inexpensive","adjective","安い","2","安い,費用のかからない","このレストランは安価な食事を提供しています。",""
"1670","A2","influence","noun","影響","2","影響","彼は政治に影響力を持っている。",""
"1671","A2","injure","verb","...を傷つける","8","...を傷つける, ...に損害を与える / (感情・名声など) を傷つける, 害する","彼は野菜を切っている最中に手を誤って傷つけました。",""
"1672","A2","inner","adjective","内側の","3","内側の,内部の,奥の  / 精神の,心の  / 親密な;内密の","ケーキの内側の層にはチョコレートが詰まっています。",""
"1673","A2","insect","noun","昆虫","2","昆虫;(一般に)虫","私は庭で美しい昆虫を見ました。",""
"1674","A2","inside","adverb","中へ","2","中へ(で),屋内で(に)([[indoors]])","子供たちは外で雨が降っている間、中で遊んでいた。",""
"1675","A2","inspiration","noun","霊感","2","〈U〉霊感,インスピレーション  / 〈C〉インスピレーション(霊感,激励)を与える人(物,事)  / (霊感によって得た)すばらしい考え(行動),天来の妙案  / 〈U〉息を吸いこむこと(inhalation)","彼女は自然の中にインスピレーションを見出した。",""
"1676","A2","instant","adjective","一瞬の間","4","一瞬の間,瞬間(moment)  / 《the,this,thatなどを伴って》(…の)ちょうどその瞬間,まさに(…の)時  / 即時の,すぐの,即刻の  / 《名詞の前にのみ用いて》急の,緊急の(urgent)  / 即席の,インスタント[料理]の  / 《古》今月の","私は一瞬の光を見た。",""
"1677","A2","instead","adverb","その代わりとして","8","その代わりとして, それよりも, そうではなく","バスに乗る代わりに歩くことに決めました。",""
"1678","A2","instrument","noun","器具","2","〈C〉(主として精密な) 器具 / 楽器 / 手段","彼は楽器を演奏します。","Free time; Objects and rooms; entertainment"
"1679","A2","intelligence","noun","知能","2","知能, 知性, 情報部,謀報機関","彼は情報部で働いています。","Education; Personal identification"
"1680","A2","intelligent","adjective","理且力のある","6","理且力のある,そう明な,知能の高い","彼女は知的な女性だ。",""
"1681","A2","interest","noun","関心事","3","〈C〉〈U〉《...に対する》興味, 関心《in ...》 / 〈C〉関心事 / 《しばしば複数形で》利益 / 〈U〉(借金などの) 利子","新しい言語を学ぶことにとても興味があります。","Personal identification; Personal information"
"1682","A2","international","adjective","国際的な","4","国際的な,国家間の,万国の  / 国際関係の  / 国際競技,国際試合  / 国際試合出場者","彼女は国際的なバックグラウンドを持っています。",""
"1683","A2","invade","verb","…に侵入する","6","〈敵が〉…‘に'侵入する  / 〈人が〉…‘に'押し寄せる  / 〈権利など〉‘を'侵害する(violate)  / 〈病気などが〉…‘を'おかす","敵は私たちの領土に侵入する計画です。",""
"1684","A2","invent","verb","…を発明する","6","…‘を'発明する,考え出す  / …‘を'でっち上げる","彼は新しい装置を発明することができました。",""
"1685","A2","invention","noun","発明","2","〈U〉(…の)発明《+of+名》  / 〈C〉発明品  / 〈U〉〈C〉作り事,でっち上げ  / 〈U〉発明の才[のあること]","電話の発明はコミュニケーションに革命をもたらした。","Education"
"1686","A2","invite","verb","…を丁重に依頼する","9","〈他〉《...に》〈人〉を招待する, を招く《to ...》 / …を丁重に依頼する /  〈物事が〉…を誘い起こす,を誘発する","私はあなたを私の誕生日パーティーに招待したいと思います。",""
"1687","A2","issue","noun","問題","2","〈C〉問題, 問題点 / 〈U〉(印刷物などの) 発行, (法令などの)発布 / 〈C〉発行物","会社は供給チェーンに重大な問題を抱えています。","Education"
"1689","A2","jam","noun","混雑","2","(動きがとれないほどの)混雑,雑踏,押し合い / (機械などが)動かなくなること,故障 / 《話》苦しいはめ,苦境,窮地","ラッシュアワー中、地下鉄の駅は人々で混雑していました。","Food and drink"
"1690","A2","jelly","noun","ゼリー","3","『ゼリー』(果汁にゼラチンの類を加えて固めた菓子または料理) / ゼリー状のもの / ゼリーになる,ゼリー状に固まる / …‘を'ゼリーにする,ゼリー状に固める","デザートにゼリーを食べるのが大好きです。",""
"1691","A2","joke","noun","冗談","2","冗談,笑い話  / からかい,いたずら  / こっけいなもの,物笑いの種","ちょっとした冗談のつもりで言っただけです。",""
"1692","A2","journey","noun","旅行","2","旅行,旅  / 旅程,行程  / 《比喩(ひゆ)的に》旅路;(…への)道程,道《+to+名》  / 旅行する","来月、私は日本への旅行を計画しています。","Travel; Travel and services vocab"
"1693","A2","joy","noun","喜び","2","〈U〉(幸福感に満ちた大きな)喜び,うれしさ,歓喜〈C〉喜びの種","彼女はその良い知らせを受け取ったとき、喜びを抑えることができなかった。",""
"1694","A2","junior","adjective","若いほうの","5","若いほうの,年下の;年少者から成る(向けの)  / (役職などが)下の,下級の;後進の,後輩の  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生の  / 《通例one's~》年少者,年下の人;下位の人,後輩  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生(卒業の年の前年)  / 《J-》《米》うちの息子","彼女は会社の若手社員です。",""
"1695","A2","junk","noun","廃品","2","〈U〉廃品,くず / 《話》(一般に)値打ちのないもの, がらくた / 《俗》ヘロイン /","私は屋根裏部屋でいくつかのがらくたを見つけました。","Objects and rooms"
"1696","A2","killer","noun","殺人者","3","殺人者;屠殺(とさつ)者;殺し屋","刑事はついに連続殺人犯を捕まえた。","News; Relations with other people; lifestyles and current affairs"
"1697","A2","kilo","noun","キログラム","5","キログラム(kilogram) / キロメートル(kilometer)","私はスーパーでりんごを5キログラム買いました。",""
"1698","A2","kilogram","noun","キログラム","5","キログラム(《略》kg.,kg)","体重を計ったら、私は60キログラムだとわかった。",""
"1699","A2","kilometer","noun","キロメートル","6","キロメートル(《略》km.,km)","今日は5キロメートル歩きました。",""
"1700","A2","kindly","adjective","親切な","3","『親切な』,思いやりのある / 《文》(気候などが)快い,気持ちのよい;温和な / 《文》(土地が農作物などに)適した(favorable)","我々の先生は厳しくもあり、かつ優しくもある。",""
"1701","A2","kingdom","noun","王国","2","〈C〉『王国』 / 〈C〉(学問・芸術・活動などの独立した)分野,世界,領域 / 〈C〉(特に自然界を三大区分した)界 / 〈U〉神(キリスト)の国,御国(みくに)","その王国は賢明で公正な王によって統治されていた。","Nationalities and countries; Places"
"1702","A2","kit","noun","用具一式","4","〈C〉(特定の目的のための) 用具一式 / 一式の用具を入れる箱, 《主に英国で用いられる》〈…に〉〔…の〕装備をつけさせる 〈out，up〉〔with〕.","私は家の修理のために新しい工具セットを買いました。",""
"1703","A2","knock","noun","打つこと","4","(…を)打つこと,(…に対する)一打(撃)《+on+名》  / (…を)ノックすること(音)《+on(at)+名》","玄関で扉を叩く音がした。",""
"1704","A2","knowledge","noun","知っていること","7","《時にa ~》知識,精通,認識,理解  / (…を)知っていること《+that 節》","様々なトピックについての知識を持つことは重要です。","Education"
"1705","A2","labor","noun","労働","2","〈U〉労働 / 労働者 / 〈C〉(個々の骨の性れる) 仕事","労働組合は労働者の権利を守る重要な役割を果たしています。","Personal identification; Work and jobs"
"1706","A2","lack","noun","不足","2","不足；欠乏","チーム内でのコミュニケーションが不足しています。",""
"1707","A2","lake","noun","湖","1","〈C〉湖, 湖水 / (必要以上の大量の)液体 / 《a ~ of ...》大量の...","私は湖で釣りをしました。","House and home; environment"
"1708","A2","lamp","noun","ランプ","3","(電気・ガス・石油などの)ランプ,灯火,明かり  / (照明用以外の)ランプ  / (知的・精神的な)光,光明","部屋を明るくするためにランプをつけました。","House and home; environment"
"1709","A2","land","verb","着陸する","4","(…に)〈飛行機などが〉着陸(着水)する《+at(in, on)+名》  / (…に)〈船が〉着岸する,陸づけする《+at(in)+名》  / (…に)〈人が〉船から上陸する《+at(in, on)+名》  / (ある所・物に)〈物が〉当たって止まる;〈鳥が〉舞い降りる《+at(in, on)+名》  / (悪い状態に)なる,陥る《+up in+名》 / 《話》〈職・賞など〉‘を'得る,獲得する","ヘリコプターは屋上に着陸しました。",""
"1710","A2","landscape","noun","風景","2","〈C〉(土地の) 風景, 景色 / 風景画 / 〈U〉風景画法 /","田舎の風景は息をのむほど美しいです。",""
"1711","A2","lane","noun","小道","2","〈C〉小道, 路地 / (船・飛行機などの)航路,(車道の)車線 / (ボウリングの)レーン","私はコテージに行くために狭い道を車で走りました。","Things in the town; Travel; shops and shopping"
"1712","A2","last","determiner","最後の","3","最後の / 《時を表す語につけて》すぐ前の / 最新の / 《the ~ A to do / that ...》最も...しそうにないA, 最も...でないA","これが最後のチャンスです。",""
"1713","A2","last","pronoun","靴型","2","《the ~》最後の人（もの）/ 〈C〉靴型","彼は終わりから３番目に着いた。",""
"1714","A2","latest","adjective","最も遅い","4","最も遅い / 『最近の』,最新の / 《名詞的に》《単数扱い》(ニュース・流行・製品などの)最も新しいもの / いちばん遅く","最新のスマートフォンを買ったばかりだ。",""
"1715","A2","latter","adjective","後半の","3","(ある期間のうち)後半の,後のほうの","私は年の後半を好みます。",""
"1716","A2","law","noun","法律","2","〈U〉《the ~》《集合的に》(法律・法規を総称して)法  / 〈U〉〈C〉(個々の)法律,法規  / 〈U〉法の[統制]力  / 〈U〉法律学  / 〈U〉弁護士[業]  / 〈U〉《the law》警察[力],警官(police)  / 〈U〉法の適用(発動);訴訟(legal action)  / 〈C〉(科学・芸術などでの)法則,きまり  / 〈C〉〈U〉(一般に従うべき)おきて,ならわし,規則","彼はハーバード大学で法学を勉強しました。","News; Relations with other people; lifestyles and current affairs"
"1717","A2","lawyer","noun","弁護士","3","〈C〉弁護士 / 法律学者","彼は法的な問題を手伝ってもらうために弁護士を雇った。","Personal identification; Work and jobs"
"1718","A2","laziness","noun","怠惰","2","怠惰,無精","彼の怠惰さが彼をプロジェクトを時間通りに完成させることを妨げた。",""
"1719","A2","lead","noun","鉛","1","〈U〉鉛 / 〈C〉鉛のおもり,測鉛 / 《複数形で》(ガラスをはめる)鉛の枠 / 〈U〉〈C〉黒鉛,鉛筆のしん / 〈U〉(鉛の)弾丸  / 〈U〉《the~》先頭","鉛含有塗料にさらされると、鉛中毒を引き起こすことがあります。",""
"1720","A2","learner","noun","学習者","3","学習者;初学者","彼女は熱心な学習者です。","Education"
"1721","A2","least","determiner","最も少ない","5","最も少ない, 最小の","これは店で最も安い商品です。",""
"1722","A2","leather","noun","なめし","3","〈U〉(動物の) なめし, 革 / 〈C〉革製品 / （他の名詞をともなって形容詞的に）革製の","彼女は新しい革のジャケットを買いました。",""
"1723","A2","left","adverb","左に","2","左に,左方に","彼は交差点で左に曲がりました。",""
"1724","A2","left","noun","左翼の政党","5","〈U〉《 the ~》左, 左側 / 左翼の政党, 左派 / 〈C〉左翼手 / (ボクシングで)左手打ち","彼はジャケットの左ポケットで彼の鍵を見つけました。",""
"1725","A2","left-hand","adjective","左側の","3","《名詩の前にのみ用いて》 / 左側の,左方の / 左手による,左手の","彼はペンを左手で持っていた。",""
"1726","A2","leisure","noun","余暇","2","〈U〉余暇 / 暇 / 自由な時間 / （名詞をともなって形容詞的に）暇な / 有閑な","私は読書やハイキングなどのレジャー活動を楽しんでいます。","Free time; Leisure activities; entertainment"
"1727","A2","lemon","noun","レモン","3","〈C〉;レモン;レモンの木 / 〈U〉レモン色(lemon yellow) / 〈C〉《米》無価値な物;商品、製品などの「はずれ」・不良商品・欠陥商品・《英俗》だめな人,魅力のない物(人) / レモンの(入りの,色の)","私は水にレモンのスライスを加えました。","Food and drink"
"1728","A2","lend","verb","を貸す","3","(金) を貸す / 《...に》 (援助) を与える 《to ...》 / 金を貸す, 融資する","鉛筆を貸してもらえますか？",""
"1729","A2","less","determiner","より少ない","5","(量・程度が)より少ない，いっそう少ない","脂肪が少ないので、私は脱脂乳を飲むことを好みます。",""
"1730","A2","less","pronoun","少数","2","（より）少数,　少量","より多く持っている人もいれば、少ない人もいます。",""
"1731","A2","level","noun","標準","2","〈U〉〈C〉(地位・程度などの一般的な) 標準, 水準 / 高さ / 〈C〉(高さ・深さの基準となる) 水平面","水は１０メートルまで到達した。",""
"1732","A2","liberty","noun","自由","2","〈U〉(圧政・支配・束縛などからの)自由,独立,解放;(自分の意志で行動・選択する)自由,権利  / 〈C〉気まま,かって;かって気ままな言動  / 《the ~》(ある場所に出入りする)権利,自由《+of+名》  / 〈U〉(海軍の)上陸許可(時間)  / 《複数形で》(王などから与えられた)権利,特権","彼女は自由と平等のために戦った。",""
"1733","A2","license","verb","…に許可を与える","8","〈他〉〈法機関が〉…に許可を与える","そのレストランは酒類の提供を許可されている。",""
"1734","A2","lie","verb","うそを言う","5","〈人が〉うそを言う, 偽る / 《…に》うそを言う《to ...》/ 《…について》うそを言う《 about ... 》 / 〈物事が〉欺く / 《 ~ oneself out ...》嘘を言って...から逃れる / 《場所を表す副詞を伴って》横たえる / 《状態を表す副詞を伴って》置かれている, ある / 《場所を表す副詞を伴って》 (ある場所に)位置する","私が彼に嘘をつくと、今度は彼が私に嘘をついた。",""
"1735","A2","lifestyle","noun","生き方","3","生き方,生きざま","健康的な生き方は全体的な幸福感に重要です。","Personal information"
"1736","A2","likely","adjective","適切な","3","《補語にのみ用いて》…しそうな,らしい  / 《名詞の前にのみ用いて》ほんとうらしい,ありそうな  / 適切な,あつらえ向きの  / たぶん,おそらく(probably)","彼女は競技に勝つ可能性が高いです。",""
"1737","A2","lip","noun","くちびる","4","〈C〉くちびる,口もと  / 《複数形で》(発音器官としての)くちびる,口  / 〈U〉《俗》生意気な言葉  / 〈C〉(容器などの)口,へり,縁;(峡谷・火山などの)口  / 〈C〉(植物の)唇弁(しんべん)","彼女はくちびるに口紅を塗った。","Health and body care"
"1738","A2","liter","noun","リットルメートル法の容量の単位","15","リットル(メートル法の容量の単位《略》l.,lit)","私はスーパーで1リットルの牛乳を買いました。",""
"1739","A2","lively","adjective","生気にあふれた","7","『生気にあふれた』,活気のある(vigorous) / 陽気な(cheerful) / 独創的な(creative) / (色彩などが)鮮やかな(vivid) / (描写が)真に迫った / (ベールが)よくはずむ / 元気よく/早く,急いで","パーティーは音楽とダンスで生気にあふれていました。",""
"1740","A2","load","noun","積み荷","3","〈C〉積み荷 / (精神上の)重荷 / 仕事量 / 《複数形で》《俗》たくさんの...《of ...》 /","この重い荷物を運ぶのを手伝ってください。",""
"1741","A2","local","adjective","一地方の","4","一地方の / (全体からみて)部分的な / 《米》各駅停車の / 【名】《話》《しばしば複数形で》その土地に住んでいる人々 /  《米話》(新聞の)地方記事 / 《話》(各駅停車の)列車,電車,バス","旅行する時は、地元の市場を探検するのが大好きです。",""
"1742","A2","lock","noun","錠","1","〈C〉錠  / (運河の)水門","錠が壊れている。","House and home; Objects and rooms; environment"
"1743","A2","logical","adjective","論理学の","4","論理学の  / 論理的な  / (論理上)必然の,不可避の","論理的な推論は哲学の分野で重要なスキルです。",""
"1744","A2","long","adverb","長らく、長い間、久しく","11","長らく、長い間、久しく / …じゅう / ずっと(前に,後に)","この日が来ることは、ずっと前からわかっていました。",""
"1745","A2","loose","adjective","結んでいない","6","結んでいない / 解き放たれた / ゆるい / 散漫な","彼女はだぶだぶの上着を着ている。",""
"1746","A2","lose","verb","を失う","3","〈物〉を失う,なくす,〈人・道など〉を見失う,〈仕事・権利・命など》を失う / 〈勝負事など〉に負ける / ...を保てなくなる / ...を逃す / 〈時計が〉〈ある時間〉だけ遅れる","私はゲームに負けたくない。",""
"1747","A2","lost","adjective","loseの過去・過去分詞","12","loseの過去・過去分詞 / 『失った』,なくなった,紛失した / 『負けた』;(賞などを)取りそこなった / (時間・労力などが)『浪費された』・破壊された(destroyed) / 《補語にのみ用いて》(…に)夢中になった,没頭した《+『in』+『名』》","昨日、私は鍵を失くしました。",""
"1748","A2","lot","noun","一群","2","（同種のものの）一群;たくさんのもの・人；くじ","私はたくさんの宿題をやらなければなりません。",""
"1749","A2","loudly","adverb","大声で","3","大声で,騒々しく,声高に  / はでに,けばけばしく","彼女はみんなが彼女の声を聞けるように大声で話した。",""
"1750","A2","lover","noun","愛する人","4","愛する人,恋人《複数形で》恋人同士  / (…の)愛好家,(…を)愛する人《+of+名》","彼女は私の恋人です。","Family life; Personal identification"
"1751","A2","low","adjective","低い","2","低い / (人格・行為などが)卑しい / 《補語にのみ用いて》(体が) 弱った / 《供給が》不十分な, 《...が》乏しい 《in, on ...》","今日は気温が低いです。",""
"1752","A2","low","adverb","低く","2","低く / (価格・程度などが) 安く","飛行機は大変低く飛んでいた。",""
"1753","A2","luckily","adverb","運よく","3","運よく, 幸運にも","運よく、私は失くした財布を見つけました。",""
"1754","A2","lunchtime","noun","昼食時間","4","昼食時間","私は通常、昼食時間にサンドイッチを食べます。","Food and drink"
"1755","A2","lyric","adjective","叙情の","3","叙情[詩]の;叙情的な / 歌の,歌を用いた / オペラ風の","その詩の叙情的な美しさが私の心を深く打った。",""
